Chromosome,Position,Coverage
PV426769.1,4048,302
PV426769.1,4049,306
PV426769.1,4050,306
PV426769.1,4051,303
PV426769.1,4052,307
PV426769.1,4053,308
PV426769.1,4054,307
PV426769.1,4055,306
PV426769.1,4056,311
PV426769.1,4057,313
PV426769.1,4058,311
PV426769.1,4059,313
PV426769.1,4060,297
PV426769.1,4061,308
PV426769.1,4062,307
PV426769.1,4063,304
PV426769.1,4064,307
PV426769.1,4065,308
PV426769.1,4066,298
PV426769.1,4067,310
PV426769.1,4068,307
PV426769.1,4069,307
PV426769.1,4070,298
PV426769.1,4071,309
PV426769.1,4072,309
PV426769.1,4073,308
PV426769.1,4074,304
PV426769.1,4075,308
PV426769.1,4076,309
PV426769.1,4077,303
PV426769.1,4078,300
PV426769.1,4079,288
PV426769.1,4080,282
PV426769.1,4081,269
PV426769.1,4082,207
PV426769.1,4083,263
PV426769.1,4084,294
PV426769.1,4085,290
PV426769.1,4086,311
PV426769.1,4087,308
PV426769.1,4088,309
PV426769.1,4089,315
PV426769.1,4090,312
PV426769.1,4091,315
PV426769.1,4092,317
PV426769.1,4093,318
PV426769.1,4094,317
PV426769.1,4095,315
PV426769.1,4096,303
PV426769.1,4097,317
PV426769.1,4098,317
PV426769.1,4099,317
PV426769.1,4100,315
PV426769.1,4101,301
PV426769.1,4102,319
PV426769.1,4103,325
PV426769.1,4104,327
PV426769.1,4105,326
PV426769.1,4106,331
PV426769.1,4107,331
PV426769.1,4108,319
PV426769.1,4109,325
PV426769.1,4110,324
PV426769.1,4111,315
PV426769.1,4112,325
PV426769.1,4113,324
PV426769.1,4114,328
PV426769.1,4115,330
PV426769.1,4116,329
PV426769.1,4117,331
PV426769.1,4118,329
PV426769.1,4119,331
PV426769.1,4120,331
PV426769.1,4121,321
PV426769.1,4122,318
PV426769.1,4123,324
PV426769.1,4124,322
PV426769.1,4125,311
PV426769.1,4126,319
PV426769.1,4127,318
PV426769.1,4128,322
PV426769.1,4129,322
PV426769.1,4130,323
PV426769.1,4131,323
PV426769.1,4132,325
PV426769.1,4133,319
PV426769.1,4134,318
PV426769.1,4135,327
PV426769.1,4136,325
PV426769.1,4137,328
PV426769.1,4138,328
PV426769.1,4139,309
PV426769.1,4140,328
PV426769.1,4141,327
PV426769.1,4142,326
PV426769.1,4143,311
PV426769.1,4144,327
PV426769.1,4145,331
PV426769.1,4146,332
PV426769.1,4147,331
PV426769.1,4148,327
PV426769.1,4149,326
PV426769.1,4150,315
PV426769.1,4151,303
PV426769.1,4152,290
PV426769.1,4153,34
PV426769.1,4154,26
PV426769.1,4155,28
PV426769.1,4156,306
PV426769.1,4157,318
PV426769.1,4158,312
PV426769.1,4159,298
PV426769.1,4160,293
PV426769.1,4161,291
PV426769.1,4162,297
PV426769.1,4163,292
PV426769.1,4164,319
PV426769.1,4165,326
PV426769.1,4166,325
PV426769.1,4167,319
PV426769.1,4168,317
PV426769.1,4169,305
PV426769.1,4170,320
PV426769.1,4171,320
PV426769.1,4172,320
PV426769.1,4173,319
PV426769.1,4174,321
PV426769.1,4175,322
PV426769.1,4176,319
PV426769.1,4177,320
PV426769.1,4178,320
PV426769.1,4179,326
PV426769.1,4180,330
PV426769.1,4181,331
PV426769.1,4182,333
PV426769.1,4183,331
PV426769.1,4184,325
PV426769.1,4185,330
PV426769.1,4186,330
PV426769.1,4187,330
PV426769.1,4188,328
PV426769.1,4189,332
PV426769.1,4190,328
PV426769.1,4191,327
PV426769.1,4192,328
PV426769.1,4193,325
PV426769.1,4194,330
PV426769.1,4195,322
PV426769.1,4196,316
PV426769.1,4197,329
PV426769.1,4198,328
PV426769.1,4199,320
PV426769.1,4200,320
PV426769.1,4201,322
PV426769.1,4202,327
PV426769.1,4203,328
PV426769.1,4204,326
PV426769.1,4205,325
PV426769.1,4206,309
PV426769.1,4207,325
PV426769.1,4208,329
PV426769.1,4209,327
PV426769.1,4210,325
PV426769.1,4211,322
PV426769.1,4212,326
PV426769.1,4213,322
PV426769.1,4214,318
PV426769.1,4215,321
PV426769.1,4216,328
PV426769.1,4217,319
PV426769.1,4218,317
PV426769.1,4219,316
PV426769.1,4220,310
PV426769.1,4221,303
PV426769.1,4222,293
PV426769.1,4223,301
PV426769.1,4224,314
PV426769.1,4225,309
PV426769.1,4226,282
PV426769.1,4227,309
PV426769.1,4228,302
PV426769.1,4229,308
PV426769.1,4230,312
PV426769.1,4231,307
PV426769.1,4232,307
PV426769.1,4233,309
PV426769.1,4234,268
PV426769.1,4235,297
PV426769.1,4236,297
PV426769.1,4237,296
PV426769.1,4238,309
PV426769.1,4239,318
PV426769.1,4240,314
PV426769.1,4241,311
PV426769.1,4242,285
PV426769.1,4243,306
PV426769.1,4244,316
PV426769.1,4245,315
PV426769.1,4246,314
PV426769.1,4247,307
PV426769.1,4248,305
PV426769.1,4249,308
PV426769.1,4250,312
PV426769.1,4251,310
PV426769.1,4252,308
PV426769.1,4253,309
PV426769.1,4254,306
PV426769.1,4255,306
PV426769.1,4256,304
PV426769.1,4257,304
PV426769.1,4258,300
PV426769.1,4259,287
PV426769.1,4260,288
PV426769.1,4261,289
PV426769.1,4262,300
PV426769.1,4263,296
PV426769.1,4264,287
PV426769.1,4265,298
PV426769.1,4266,295
PV426769.1,4267,292
PV426769.1,4268,301
PV426769.1,4269,299
PV426769.1,4270,294
PV426769.1,4271,296
PV426769.1,4272,289
PV426769.1,4273,295
PV426769.1,4274,286
PV426769.1,4275,301
PV426769.1,4276,301
PV426769.1,4277,300
PV426769.1,4278,295
PV426769.1,4279,290
PV426769.1,4280,297
PV426769.1,4281,294
PV426769.1,4282,292
PV426769.1,4283,291
PV426769.1,4284,287
PV426769.1,4285,287
PV426769.1,4286,284
PV426769.1,4287,292
PV426769.1,4288,290
PV426769.1,4289,278
PV426769.1,4290,282
PV426769.1,4291,284
PV426769.1,4292,282
PV426769.1,4293,271
PV426769.1,4294,282
PV426769.1,4295,284
PV426769.1,4296,282
PV426769.1,4297,286
PV426769.1,4298,286
PV426769.1,4299,289
PV426769.1,4300,283
PV426769.1,4301,286
PV426769.1,4302,286
PV426769.1,4303,280
PV426769.1,4304,279
PV426769.1,4305,283
PV426769.1,4306,285
PV426769.1,4307,283
PV426769.1,4308,284
PV426769.1,4309,282
PV426769.1,4310,284
PV426769.1,4311,254
PV426769.1,4312,285
PV426769.1,4313,286
PV426769.1,4314,283
PV426769.1,4315,280
PV426769.1,4316,264
PV426769.1,4317,278
PV426769.1,4318,282
PV426769.1,4319,286
PV426769.1,4320,284
PV426769.1,4321,283
PV426769.1,4322,288
PV426769.1,4323,284
PV426769.1,4324,280
PV426769.1,4325,274
PV426769.1,4326,280
PV426769.1,4327,287
PV426769.1,4328,281
PV426769.1,4329,283
PV426769.1,4330,284
PV426769.1,4331,280
PV426769.1,4332,275
PV426769.1,4333,270
PV426769.1,4334,270
PV426769.1,4335,277
PV426769.1,4336,277
PV426769.1,4337,276
PV426769.1,4338,276
PV426769.1,4339,280
PV426769.1,4340,290
PV426769.1,4341,286
PV426769.1,4342,285
PV426769.1,4343,278
PV426769.1,4344,285
PV426769.1,4345,285
PV426769.1,4346,286
PV426769.1,4347,284
PV426769.1,4348,288
PV426769.1,4349,288
PV426769.1,4350,288
PV426769.1,4351,288
PV426769.1,4352,292
PV426769.1,4353,289
PV426769.1,4354,283
PV426769.1,4355,276
PV426769.1,4356,275
PV426769.1,4357,271
PV426769.1,4358,235
PV426769.1,4359,247
PV426769.1,4360,252
PV426769.1,4361,260
PV426769.1,4362,258
PV426769.1,4363,208
PV426769.1,4364,264
PV426769.1,4365,278
PV426769.1,4366,276
PV426769.1,4367,278
PV426769.1,4368,277
PV426769.1,4369,276
PV426769.1,4370,223
PV426769.1,4371,278
PV426769.1,4372,277
PV426769.1,4373,284
PV426769.1,4374,284
PV426769.1,4375,291
PV426769.1,4376,300
PV426769.1,4377,299
PV426769.1,4378,296
PV426769.1,4379,295
PV426769.1,4380,292
PV426769.1,4381,289
PV426769.1,4382,297
PV426769.1,4383,301
PV426769.1,4384,298
PV426769.1,4385,280
PV426769.1,4386,283
PV426769.1,4387,252
PV426769.1,4388,278
PV426769.1,4389,280
PV426769.1,4390,283
PV426769.1,4391,282
PV426769.1,4392,284
PV426769.1,4393,281
PV426769.1,4394,284
PV426769.1,4395,285
PV426769.1,4396,286
PV426769.1,4397,284
PV426769.1,4398,287
PV426769.1,4399,293
PV426769.1,4400,293
PV426769.1,4401,294
PV426769.1,4402,296
PV426769.1,4403,291
PV426769.1,4404,287
PV426769.1,4405,293
PV426769.1,4406,295
PV426769.1,4407,294
PV426769.1,4408,292
PV426769.1,4409,302
PV426769.1,4410,302
PV426769.1,4411,300
PV426769.1,4412,283
PV426769.1,4413,286
PV426769.1,4414,296
PV426769.1,4415,300
PV426769.1,4416,302
PV426769.1,4417,301
PV426769.1,4418,299
PV426769.1,4419,295
PV426769.1,4420,304
PV426769.1,4421,302
PV426769.1,4422,304
PV426769.1,4423,303
PV426769.1,4424,298
PV426769.1,4425,304
PV426769.1,4426,304
PV426769.1,4427,293
PV426769.1,4428,302
PV426769.1,4429,303
PV426769.1,4430,299
PV426769.1,4431,306
PV426769.1,4432,311
PV426769.1,4433,311
PV426769.1,4434,318
PV426769.1,4435,319
PV426769.1,4436,312
PV426769.1,4437,317
PV426769.1,4438,309
PV426769.1,4439,318
PV426769.1,4440,322
PV426769.1,4441,327
PV426769.1,4442,325
PV426769.1,4443,326
PV426769.1,4444,326
PV426769.1,4445,318
PV426769.1,4446,317
PV426769.1,4447,325
PV426769.1,4448,314
PV426769.1,4449,314
PV426769.1,4450,322
PV426769.1,4451,324
PV426769.1,4452,322
PV426769.1,4453,323
PV426769.1,4454,314
PV426769.1,4455,325
PV426769.1,4456,319
PV426769.1,4457,321
PV426769.1,4458,324
PV426769.1,4459,321
PV426769.1,4460,327
PV426769.1,4461,326
PV426769.1,4462,319
PV426769.1,4463,323
PV426769.1,4464,323
PV426769.1,4465,324
PV426769.1,4466,318
PV426769.1,4467,318
PV426769.1,4468,320
PV426769.1,4469,317
PV426769.1,4470,320
PV426769.1,4471,327
PV426769.1,4472,326
PV426769.1,4473,329
PV426769.1,4474,316
PV426769.1,4475,331
PV426769.1,4476,328
PV426769.1,4477,331
PV426769.1,4478,335
PV426769.1,4479,341
PV426769.1,4480,339
PV426769.1,4481,337
PV426769.1,4482,337
PV426769.1,4483,334
PV426769.1,4484,336
PV426769.1,4485,337
PV426769.1,4486,334
PV426769.1,4487,332
PV426769.1,4488,334
PV426769.1,4489,334
PV426769.1,4490,333
PV426769.1,4491,335
PV426769.1,4492,323
PV426769.1,4493,278
PV426769.1,4494,330
PV426769.1,4495,331
PV426769.1,4496,337
PV426769.1,4497,339
PV426769.1,4498,332
PV426769.1,4499,331
PV426769.1,4500,330
PV426769.1,4501,323
PV426769.1,4502,259
PV426769.1,4503,336
PV426769.1,4504,336
PV426769.1,4505,341
PV426769.1,4506,342
PV426769.1,4507,339
PV426769.1,4508,334
PV426769.1,4509,324
PV426769.1,4510,322
PV426769.1,4511,332
PV426769.1,4512,339
PV426769.1,4513,340
PV426769.1,4514,337
PV426769.1,4515,335
PV426769.1,4516,336
PV426769.1,4517,336
PV426769.1,4518,333
PV426769.1,4519,329
PV426769.1,4520,339
PV426769.1,4521,345
PV426769.1,4522,337
PV426769.1,4523,338
PV426769.1,4524,338
PV426769.1,4525,349
PV426769.1,4526,349
PV426769.1,4527,348
PV426769.1,4528,347
PV426769.1,4529,353
PV426769.1,4530,357
PV426769.1,4531,357
PV426769.1,4532,348
PV426769.1,4533,331
PV426769.1,4534,349
PV426769.1,4535,355
PV426769.1,4536,356
PV426769.1,4537,352
PV426769.1,4538,353
PV426769.1,4539,338
PV426769.1,4540,352
PV426769.1,4541,354
PV426769.1,4542,355
PV426769.1,4543,353
PV426769.1,4544,351
PV426769.1,4545,342
PV426769.1,4546,343
PV426769.1,4547,349
PV426769.1,4548,344
PV426769.1,4549,347
PV426769.1,4550,345
PV426769.1,4551,345
PV426769.1,4552,345
PV426769.1,4553,342
PV426769.1,4554,342
PV426769.1,4555,342
PV426769.1,4556,343
PV426769.1,4557,342
PV426769.1,4558,338
PV426769.1,4559,333
PV426769.1,4560,335
PV426769.1,4561,336
PV426769.1,4562,338
PV426769.1,4563,330
PV426769.1,4564,332
PV426769.1,4565,336
PV426769.1,4566,336
PV426769.1,4567,328
PV426769.1,4568,328
PV426769.1,4569,330
PV426769.1,4570,322
PV426769.1,4571,329
PV426769.1,4572,333
PV426769.1,4573,333
PV426769.1,4574,331
PV426769.1,4575,322
PV426769.1,4576,330
PV426769.1,4577,327
PV426769.1,4578,324
PV426769.1,4579,329
PV426769.1,4580,327
PV426769.1,4581,325
PV426769.1,4582,323
PV426769.1,4583,321
PV426769.1,4584,325
PV426769.1,4585,323
PV426769.1,4586,325
PV426769.1,4587,322
PV426769.1,4588,326
PV426769.1,4589,326
PV426769.1,4590,318
PV426769.1,4591,331
PV426769.1,4592,329
PV426769.1,4593,328
PV426769.1,4594,302
PV426769.1,4595,320
PV426769.1,4596,328
PV426769.1,4597,334
PV426769.1,4598,334
PV426769.1,4599,311
PV426769.1,4600,332
PV426769.1,4601,334
PV426769.1,4602,332
PV426769.1,4603,331
PV426769.1,4604,328
PV426769.1,4605,327
PV426769.1,4606,318
PV426769.1,4607,318
PV426769.1,4608,311
PV426769.1,4609,324
PV426769.1,4610,323
PV426769.1,4611,316
PV426769.1,4612,306
PV426769.1,4613,318
PV426769.1,4614,314
PV426769.1,4615,321
PV426769.1,4616,321
PV426769.1,4617,316
PV426769.1,4618,312
PV426769.1,4619,313
PV426769.1,4620,308
PV426769.1,4621,306
PV426769.1,4622,314
PV426769.1,4623,310
PV426769.1,4624,306
PV426769.1,4625,300
PV426769.1,4626,304
PV426769.1,4627,294
PV426769.1,4628,284
PV426769.1,4629,276
PV426769.1,4630,309
PV426769.1,4631,302
PV426769.1,4632,302
PV426769.1,4633,312
PV426769.1,4634,310
PV426769.1,4635,302
PV426769.1,4636,305
PV426769.1,4637,308
PV426769.1,4638,304
PV426769.1,4639,298
PV426769.1,4640,292
PV426769.1,4641,36
PV426769.1,4642,294
PV426769.1,4643,305
PV426769.1,4644,302
PV426769.1,4645,303
PV426769.1,4646,301
PV426769.1,4647,300
PV426769.1,4648,264
PV426769.1,4649,300
PV426769.1,4650,310
PV426769.1,4651,311
PV426769.1,4652,310
PV426769.1,4653,308
PV426769.1,4654,309
PV426769.1,4655,307
PV426769.1,4656,310
PV426769.1,4657,309
PV426769.1,4658,302
PV426769.1,4659,298
PV426769.1,4660,274
PV426769.1,4661,301
PV426769.1,4662,301
PV426769.1,4663,301
PV426769.1,4664,299
PV426769.1,4665,300
PV426769.1,4666,291
PV426769.1,4667,296
PV426769.1,4668,298
PV426769.1,4669,294
PV426769.1,4670,291
PV426769.1,4671,296
PV426769.1,4672,289
PV426769.1,4673,294
PV426769.1,4674,292
PV426769.1,4675,285
PV426769.1,4676,283
PV426769.1,4677,279
PV426769.1,4678,282
PV426769.1,4679,278
PV426769.1,4680,279
PV426769.1,4681,280
PV426769.1,4682,247
PV426769.1,4683,249
PV426769.1,4684,243
PV426769.1,4685,251
PV426769.1,4686,250
PV426769.1,4687,250
PV426769.1,4688,242
PV426769.1,4689,244
PV426769.1,4690,247
PV426769.1,4691,252
PV426769.1,4692,253
PV426769.1,4693,253
PV426769.1,4694,251
PV426769.1,4695,251
PV426769.1,4696,254
PV426769.1,4697,256
PV426769.1,4698,250
PV426769.1,4699,251
PV426769.1,4700,252
PV426769.1,4701,253
PV426769.1,4702,253
PV426769.1,4703,256
PV426769.1,4704,258
PV426769.1,4705,252
PV426769.1,4706,212
PV426769.1,4707,255
PV426769.1,4708,253
PV426769.1,4709,260
PV426769.1,4710,266
PV426769.1,4711,275
PV426769.1,4712,274
PV426769.1,4713,277
PV426769.1,4714,270
PV426769.1,4715,267
PV426769.1,4716,264
PV426769.1,4717,268
PV426769.1,4718,274
PV426769.1,4719,273
PV426769.1,4720,274
PV426769.1,4721,267
PV426769.1,4722,257
PV426769.1,4723,269
PV426769.1,4724,278
PV426769.1,4725,276
PV426769.1,4726,275
PV426769.1,4727,266
PV426769.1,4728,274
PV426769.1,4729,289
PV426769.1,4730,292
PV426769.1,4731,291
PV426769.1,4732,293
PV426769.1,4733,296
PV426769.1,4734,295
PV426769.1,4735,289
PV426769.1,4736,290
PV426769.1,4737,297
PV426769.1,4738,297
PV426769.1,4739,297
PV426769.1,4740,298
PV426769.1,4741,298
PV426769.1,4742,298
PV426769.1,4743,299
PV426769.1,4744,302
PV426769.1,4745,296
PV426769.1,4746,300
PV426769.1,4747,297
PV426769.1,4748,301
PV426769.1,4749,298
PV426769.1,4750,299
PV426769.1,4751,310
PV426769.1,4752,310
PV426769.1,4753,308
PV426769.1,4754,311
PV426769.1,4755,309
PV426769.1,4756,307
PV426769.1,4757,308
PV426769.1,4758,290
PV426769.1,4759,306
PV426769.1,4760,309
PV426769.1,4761,312
PV426769.1,4762,308
PV426769.1,4763,317
PV426769.1,4764,310
PV426769.1,4765,308
PV426769.1,4766,310
PV426769.1,4767,315
PV426769.1,4768,313
PV426769.1,4769,316
PV426769.1,4770,315
PV426769.1,4771,313
PV426769.1,4772,314
PV426769.1,4773,315
PV426769.1,4774,311
PV426769.1,4775,290
PV426769.1,4776,306
PV426769.1,4777,318
PV426769.1,4778,321
PV426769.1,4779,321
PV426769.1,4780,320
PV426769.1,4781,318
PV426769.1,4782,320
PV426769.1,4783,318
PV426769.1,4784,320
PV426769.1,4785,318
PV426769.1,4786,319
PV426769.1,4787,319
PV426769.1,4788,314
PV426769.1,4789,314
PV426769.1,4790,318
PV426769.1,4791,320
PV426769.1,4792,321
PV426769.1,4793,317
PV426769.1,4794,316
PV426769.1,4795,312
PV426769.1,4796,318
PV426769.1,4797,324
PV426769.1,4798,317
PV426769.1,4799,315
PV426769.1,4800,336
PV426769.1,4801,338
PV426769.1,4802,341
PV426769.1,4803,340
PV426769.1,4804,339
PV426769.1,4805,334
PV426769.1,4806,337
PV426769.1,4807,338
PV426769.1,4808,338
PV426769.1,4809,336
PV426769.1,4810,334
PV426769.1,4811,337
PV426769.1,4812,333
PV426769.1,4813,334
PV426769.1,4814,335
PV426769.1,4815,319
PV426769.1,4816,328
PV426769.1,4817,334
PV426769.1,4818,336
PV426769.1,4819,328
PV426769.1,4820,329
PV426769.1,4821,329
PV426769.1,4822,332
PV426769.1,4823,325
PV426769.1,4824,326
PV426769.1,4825,329
PV426769.1,4826,322
PV426769.1,4827,294
PV426769.1,4828,303
PV426769.1,4829,328
PV426769.1,4830,326
PV426769.1,4831,325
PV426769.1,4832,321
PV426769.1,4833,329
PV426769.1,4834,326
PV426769.1,4835,333
PV426769.1,4836,327
PV426769.1,4837,336
PV426769.1,4838,330
PV426769.1,4839,333
PV426769.1,4840,333
PV426769.1,4841,327
PV426769.1,4842,317
PV426769.1,4843,330
PV426769.1,4844,318
PV426769.1,4845,324
PV426769.1,4846,320
PV426769.1,4847,333
PV426769.1,4848,335
PV426769.1,4849,304
PV426769.1,4850,303
PV426769.1,4851,330
PV426769.1,4852,336
PV426769.1,4853,338
PV426769.1,4854,328
PV426769.1,4855,290
PV426769.1,4856,325
PV426769.1,4857,331
PV426769.1,4858,331
PV426769.1,4859,330
PV426769.1,4860,330
PV426769.1,4861,327
PV426769.1,4862,328
PV426769.1,4863,327
PV426769.1,4864,328
PV426769.1,4865,330
PV426769.1,4866,328
PV426769.1,4867,322
PV426769.1,4868,327
PV426769.1,4869,330
PV426769.1,4870,329
PV426769.1,4871,320
PV426769.1,4872,326
PV426769.1,4873,324
PV426769.1,4874,323
PV426769.1,4875,321
PV426769.1,4876,314
PV426769.1,4877,307
PV426769.1,4878,309
PV426769.1,4879,318
PV426769.1,4880,321
PV426769.1,4881,313
PV426769.1,4882,315
PV426769.1,4883,303
PV426769.1,4884,328
PV426769.1,4885,330
PV426769.1,4886,330
PV426769.1,4887,331
PV426769.1,4888,331
PV426769.1,4889,333
PV426769.1,4890,306
PV426769.1,4891,332
PV426769.1,4892,335
PV426769.1,4893,333
PV426769.1,4894,330
PV426769.1,4895,325
PV426769.1,4896,331
PV426769.1,4897,332
PV426769.1,4898,331
PV426769.1,4899,330
PV426769.1,4900,335
PV426769.1,4901,336
PV426769.1,4902,338
PV426769.1,4903,337
PV426769.1,4904,336
PV426769.1,4905,326
PV426769.1,4906,315
PV426769.1,4907,323
PV426769.1,4908,327
PV426769.1,4909,332
PV426769.1,4910,330
PV426769.1,4911,320
PV426769.1,4912,333
PV426769.1,4913,335
PV426769.1,4914,338
PV426769.1,4915,337
PV426769.1,4916,291
PV426769.1,4917,332
PV426769.1,4918,331
PV426769.1,4919,331
PV426769.1,4920,332
PV426769.1,4921,330
PV426769.1,4922,308
PV426769.1,4923,341
PV426769.1,4924,343
PV426769.1,4925,341
PV426769.1,4926,330
PV426769.1,4927,204
PV426769.1,4928,296
PV426769.1,4929,325
PV426769.1,4930,331
PV426769.1,4931,334
PV426769.1,4932,336
PV426769.1,4933,337
PV426769.1,4934,323
PV426769.1,4935,320
PV426769.1,4936,326
PV426769.1,4937,316
PV426769.1,4938,330
PV426769.1,4939,334
PV426769.1,4940,310
PV426769.1,4941,331
PV426769.1,4942,334
PV426769.1,4943,332
PV426769.1,4944,330
PV426769.1,4945,321
PV426769.1,4946,326
PV426769.1,4947,323
PV426769.1,4948,326
PV426769.1,4949,307
PV426769.1,4950,325
PV426769.1,4951,322
PV426769.1,4952,313
PV426769.1,4953,310
PV426769.1,4954,312
PV426769.1,4955,306
PV426769.1,4956,309
PV426769.1,4957,306
PV426769.1,4958,303
PV426769.1,4959,265
PV426769.1,4960,288
PV426769.1,4961,299
PV426769.1,4962,301
PV426769.1,4963,302
PV426769.1,4964,292
PV426769.1,4965,298
PV426769.1,4966,299
PV426769.1,4967,303
PV426769.1,4968,304
PV426769.1,4969,309
PV426769.1,4970,303
PV426769.1,4971,304
PV426769.1,4972,299
PV426769.1,4973,296
PV426769.1,4974,297
PV426769.1,4975,287
PV426769.1,4976,262
PV426769.1,4977,292
PV426769.1,4978,293
PV426769.1,4979,295
PV426769.1,4980,292
PV426769.1,4981,247
PV426769.1,4982,289
PV426769.1,4983,291
PV426769.1,4984,295
PV426769.1,4985,296
PV426769.1,4986,294
PV426769.1,4987,296
PV426769.1,4988,271
PV426769.1,4989,293
PV426769.1,4990,292
PV426769.1,4991,265
PV426769.1,4992,288
PV426769.1,4993,282
PV426769.1,4994,289
PV426769.1,4995,296
PV426769.1,4996,288
PV426769.1,4997,295
PV426769.1,4998,299
PV426769.1,4999,303
PV426769.1,5000,304
PV426769.1,5001,298
PV426769.1,5002,298
PV426769.1,5003,293
PV426769.1,5004,290
PV426769.1,5005,288
PV426769.1,5006,286
PV426769.1,5007,296
PV426769.1,5008,301
PV426769.1,5009,293
PV426769.1,5010,299
PV426769.1,5011,297
PV426769.1,5012,293
PV426769.1,5013,300
PV426769.1,5014,262
PV426769.1,5015,266
PV426769.1,5016,294
PV426769.1,5017,271
PV426769.1,5018,296
PV426769.1,5019,297
PV426769.1,5020,300
PV426769.1,5021,297
PV426769.1,5022,292
PV426769.1,5023,297
PV426769.1,5024,297
PV426769.1,5025,292
PV426769.1,5026,296
PV426769.1,5027,282
PV426769.1,5028,293
PV426769.1,5029,297
PV426769.1,5030,296
PV426769.1,5031,296
PV426769.1,5032,297
PV426769.1,5033,297
PV426769.1,5034,299
PV426769.1,5035,291
PV426769.1,5036,296
PV426769.1,5037,294
PV426769.1,5038,292
PV426769.1,5039,296
PV426769.1,5040,293
PV426769.1,5041,293
PV426769.1,5042,290
PV426769.1,5043,288
PV426769.1,5044,287
PV426769.1,5045,290
PV426769.1,5046,286
PV426769.1,5047,284
PV426769.1,5048,283
PV426769.1,5049,259
PV426769.1,5050,286
PV426769.1,5051,288
PV426769.1,5052,290
PV426769.1,5053,290
PV426769.1,5054,288
PV426769.1,5055,288
PV426769.1,5056,289
PV426769.1,5057,292
PV426769.1,5058,293
PV426769.1,5059,294
PV426769.1,5060,290
PV426769.1,5061,297
PV426769.1,5062,294
PV426769.1,5063,297
PV426769.1,5064,293
PV426769.1,5065,296
PV426769.1,5066,292
PV426769.1,5067,296
PV426769.1,5068,289
PV426769.1,5069,293
PV426769.1,5070,289
PV426769.1,5071,289
PV426769.1,5072,284
PV426769.1,5073,283
PV426769.1,5074,284
PV426769.1,5075,282
PV426769.1,5076,278
PV426769.1,5077,278
PV426769.1,5078,278
PV426769.1,5079,268
PV426769.1,5080,273
PV426769.1,5081,278
PV426769.1,5082,280
PV426769.1,5083,286
PV426769.1,5084,282
PV426769.1,5085,285
PV426769.1,5086,287
PV426769.1,5087,289
PV426769.1,5088,288
PV426769.1,5089,287
PV426769.1,5090,287
PV426769.1,5091,288
PV426769.1,5092,286
PV426769.1,5093,283
PV426769.1,5094,284
PV426769.1,5095,269
PV426769.1,5096,286
PV426769.1,5097,282
PV426769.1,5098,290
PV426769.1,5099,293
PV426769.1,5100,293
PV426769.1,5101,294
PV426769.1,5102,292
PV426769.1,5103,293
PV426769.1,5104,293
PV426769.1,5105,291
PV426769.1,5106,292
PV426769.1,5107,290
PV426769.1,5108,291
PV426769.1,5109,288
PV426769.1,5110,293
PV426769.1,5111,289
PV426769.1,5112,267
PV426769.1,5113,273
PV426769.1,5114,295
PV426769.1,5115,295
PV426769.1,5116,290
PV426769.1,5117,295
PV426769.1,5118,296
PV426769.1,5119,299
PV426769.1,5120,295
PV426769.1,5121,291
PV426769.1,5122,275
PV426769.1,5123,293
PV426769.1,5124,299
PV426769.1,5125,288
PV426769.1,5126,291
PV426769.1,5127,284
PV426769.1,5128,289
PV426769.1,5129,291
PV426769.1,5130,289
PV426769.1,5131,289
PV426769.1,5132,290
PV426769.1,5133,290
PV426769.1,5134,290
PV426769.1,5135,292
PV426769.1,5136,299
PV426769.1,5137,294
PV426769.1,5138,295
PV426769.1,5139,296
PV426769.1,5140,301
PV426769.1,5141,302
PV426769.1,5142,304
PV426769.1,5143,299
PV426769.1,5144,294
PV426769.1,5145,296
PV426769.1,5146,297
PV426769.1,5147,274
PV426769.1,5148,295
PV426769.1,5149,299
PV426769.1,5150,305
PV426769.1,5151,303
PV426769.1,5152,309
PV426769.1,5153,310
PV426769.1,5154,310
PV426769.1,5155,257
PV426769.1,5156,310
PV426769.1,5157,310
PV426769.1,5158,306
PV426769.1,5159,304
PV426769.1,5160,304
PV426769.1,5161,281
PV426769.1,5162,309
PV426769.1,5163,308
PV426769.1,5164,307
PV426769.1,5165,300
PV426769.1,5166,311
PV426769.1,5167,300
PV426769.1,5168,299
PV426769.1,5169,299
PV426769.1,5170,305
PV426769.1,5171,295
PV426769.1,5172,308
PV426769.1,5173,302
PV426769.1,5174,306
PV426769.1,5175,307
PV426769.1,5176,307
PV426769.1,5177,303
PV426769.1,5178,307
PV426769.1,5179,306
PV426769.1,5180,307
PV426769.1,5181,318
PV426769.1,5182,319
PV426769.1,5183,316
PV426769.1,5184,319
PV426769.1,5185,318
PV426769.1,5186,315
PV426769.1,5187,314
PV426769.1,5188,318
PV426769.1,5189,316
PV426769.1,5190,313
PV426769.1,5191,316
PV426769.1,5192,312
PV426769.1,5193,315
PV426769.1,5194,287
PV426769.1,5195,322
PV426769.1,5196,324
PV426769.1,5197,325
PV426769.1,5198,325
PV426769.1,5199,320
PV426769.1,5200,326
PV426769.1,5201,329
PV426769.1,5202,331
PV426769.1,5203,334
PV426769.1,5204,331
PV426769.1,5205,328
PV426769.1,5206,332
PV426769.1,5207,329
PV426769.1,5208,332
PV426769.1,5209,336
PV426769.1,5210,341
PV426769.1,5211,335
PV426769.1,5212,335
