Chromosome,Position,Coverage
PV426769.1,3724,314
PV426769.1,3725,314
PV426769.1,3726,314
PV426769.1,3727,314
PV426769.1,3728,314
PV426769.1,3729,314
PV426769.1,3730,314
PV426769.1,3731,308
PV426769.1,3732,308
PV426769.1,3733,308
PV426769.1,3734,308
PV426769.1,3735,308
PV426769.1,3736,306
PV426769.1,3737,306
PV426769.1,3738,305
PV426769.1,3739,305
PV426769.1,3740,303
PV426769.1,3741,303
PV426769.1,3742,303
PV426769.1,3743,303
PV426769.1,3744,303
PV426769.1,3745,303
PV426769.1,3746,303
PV426769.1,3747,301
PV426769.1,3748,301
PV426769.1,3749,301
PV426769.1,3750,301
PV426769.1,3751,301
PV426769.1,3752,301
PV426769.1,3753,301
PV426769.1,3754,301
PV426769.1,3755,301
PV426769.1,3756,301
PV426769.1,3757,301
PV426769.1,3758,301
PV426769.1,3759,301
PV426769.1,3760,301
PV426769.1,3761,301
PV426769.1,3762,301
PV426769.1,3763,301
PV426769.1,3764,301
PV426769.1,3765,301
PV426769.1,3766,301
PV426769.1,3767,301
PV426769.1,3768,301
PV426769.1,3769,301
PV426769.1,3770,301
PV426769.1,3771,301
PV426769.1,3772,301
PV426769.1,3773,301
PV426769.1,3774,301
PV426769.1,3775,301
PV426769.1,3776,301
PV426769.1,3777,301
PV426769.1,3778,301
PV426769.1,3779,301
PV426769.1,3780,301
PV426769.1,3781,301
PV426769.1,3782,301
PV426769.1,3783,301
PV426769.1,3784,301
PV426769.1,3785,301
PV426769.1,3786,301
PV426769.1,3787,301
PV426769.1,3788,301
PV426769.1,3789,301
PV426769.1,3790,301
PV426769.1,3791,301
PV426769.1,3792,301
PV426769.1,3793,301
PV426769.1,3794,301
PV426769.1,3795,301
PV426769.1,3796,301
PV426769.1,3797,302
PV426769.1,3798,302
PV426769.1,3799,302
PV426769.1,3800,306
PV426769.1,3801,306
PV426769.1,3802,306
PV426769.1,3803,306
PV426769.1,3804,306
PV426769.1,3805,306
PV426769.1,3806,306
PV426769.1,3807,306
PV426769.1,3808,306
PV426769.1,3809,306
PV426769.1,3810,306
PV426769.1,3811,306
PV426769.1,3812,306
PV426769.1,3813,312
PV426769.1,3814,312
PV426769.1,3815,312
PV426769.1,3816,312
PV426769.1,3817,312
PV426769.1,3818,312
PV426769.1,3819,313
PV426769.1,3820,313
PV426769.1,3821,314
PV426769.1,3822,314
PV426769.1,3823,314
PV426769.1,3824,314
PV426769.1,3825,314
PV426769.1,3826,316
PV426769.1,3827,316
PV426769.1,3828,316
PV426769.1,3829,316
PV426769.1,3830,316
PV426769.1,3831,316
PV426769.1,3832,316
PV426769.1,3833,318
PV426769.1,3834,318
PV426769.1,3835,321
PV426769.1,3836,321
PV426769.1,3837,321
PV426769.1,3838,322
PV426769.1,3839,322
PV426769.1,3840,322
PV426769.1,3841,323
PV426769.1,3842,330
PV426769.1,3843,347
PV426769.1,3844,351
PV426769.1,3845,352
PV426769.1,3846,366
PV426769.1,3847,366
PV426769.1,3848,370
PV426769.1,3849,374
PV426769.1,3850,375
PV426769.1,3851,377
PV426769.1,3852,377
PV426769.1,3853,377
PV426769.1,3854,379
PV426769.1,3855,379
PV426769.1,3856,379
PV426769.1,3857,381
PV426769.1,3858,383
PV426769.1,3859,383
PV426769.1,3860,383
PV426769.1,3861,383
PV426769.1,3862,386
PV426769.1,3863,386
PV426769.1,3864,386
PV426769.1,3865,386
PV426769.1,3866,386
PV426769.1,3867,389
PV426769.1,3868,402
PV426769.1,3869,403
PV426769.1,3870,407
PV426769.1,3871,407
PV426769.1,3872,407
PV426769.1,3873,412
PV426769.1,3874,413
PV426769.1,3875,415
PV426769.1,3876,417
PV426769.1,3877,417
PV426769.1,3878,418
PV426769.1,3879,418
PV426769.1,3880,418
PV426769.1,3881,418
PV426769.1,3882,422
PV426769.1,3883,423
PV426769.1,3884,424
PV426769.1,3885,428
PV426769.1,3886,428
PV426769.1,3887,428
PV426769.1,3888,428
PV426769.1,3889,428
PV426769.1,3890,431
PV426769.1,3891,431
PV426769.1,3892,431
PV426769.1,3893,431
PV426769.1,3894,431
PV426769.1,3895,438
PV426769.1,3896,443
PV426769.1,3897,443
PV426769.1,3898,443
PV426769.1,3899,443
PV426769.1,3900,443
PV426769.1,3901,443
PV426769.1,3902,463
PV426769.1,3903,463
PV426769.1,3904,463
PV426769.1,3905,463
PV426769.1,3906,461
PV426769.1,3907,464
PV426769.1,3908,469
PV426769.1,3909,469
PV426769.1,3910,469
PV426769.1,3911,465
PV426769.1,3912,465
PV426769.1,3913,466
PV426769.1,3914,466
PV426769.1,3915,466
PV426769.1,3916,466
PV426769.1,3917,466
PV426769.1,3918,467
PV426769.1,3919,467
PV426769.1,3920,466
PV426769.1,3921,467
PV426769.1,3922,461
PV426769.1,3923,310
PV426769.1,3924,312
PV426769.1,3925,312
PV426769.1,3926,513
PV426769.1,3927,517
PV426769.1,3928,519
PV426769.1,3929,520
PV426769.1,3930,534
PV426769.1,3931,535
PV426769.1,3932,545
PV426769.1,3933,545
PV426769.1,3934,545
PV426769.1,3935,559
PV426769.1,3936,573
PV426769.1,3937,575
PV426769.1,3938,577
PV426769.1,3939,578
PV426769.1,3940,584
PV426769.1,3941,584
PV426769.1,3942,584
PV426769.1,3943,585
PV426769.1,3944,587
PV426769.1,3945,589
PV426769.1,3946,591
PV426769.1,3947,602
PV426769.1,3948,602
PV426769.1,3949,603
PV426769.1,3950,612
PV426769.1,3951,613
PV426769.1,3952,615
PV426769.1,3953,615
PV426769.1,3954,614
PV426769.1,3955,614
PV426769.1,3956,620
PV426769.1,3957,620
PV426769.1,3958,620
PV426769.1,3959,617
PV426769.1,3960,614
PV426769.1,3961,617
PV426769.1,3962,617
PV426769.1,3963,617
PV426769.1,3964,626
PV426769.1,3965,625
PV426769.1,3966,626
PV426769.1,3967,628
PV426769.1,3968,631
PV426769.1,3969,627
PV426769.1,3970,629
PV426769.1,3971,632
PV426769.1,3972,634
PV426769.1,3973,626
PV426769.1,3974,628
PV426769.1,3975,636
PV426769.1,3976,639
PV426769.1,3977,645
PV426769.1,3978,649
PV426769.1,3979,649
PV426769.1,3980,651
PV426769.1,3981,651
PV426769.1,3982,657
PV426769.1,3983,657
PV426769.1,3984,653
PV426769.1,3985,654
PV426769.1,3986,659
PV426769.1,3987,660
PV426769.1,3988,668
PV426769.1,3989,670
PV426769.1,3990,673
PV426769.1,3991,680
PV426769.1,3992,680
PV426769.1,3993,680
PV426769.1,3994,682
PV426769.1,3995,685
PV426769.1,3996,687
PV426769.1,3997,691
PV426769.1,3998,705
PV426769.1,3999,720
PV426769.1,4000,732
PV426769.1,4001,736
PV426769.1,4002,738
PV426769.1,4003,753
PV426769.1,4004,753
PV426769.1,4005,756
PV426769.1,4006,758
PV426769.1,4007,754
PV426769.1,4008,757
PV426769.1,4009,739
PV426769.1,4010,779
PV426769.1,4011,780
PV426769.1,4012,779
PV426769.1,4013,779
PV426769.1,4014,779
PV426769.1,4015,788
PV426769.1,4016,794
PV426769.1,4017,793
PV426769.1,4018,794
PV426769.1,4019,786
PV426769.1,4020,807
PV426769.1,4021,817
PV426769.1,4022,825
PV426769.1,4023,827
PV426769.1,4024,823
PV426769.1,4025,824
PV426769.1,4026,823
PV426769.1,4027,823
PV426769.1,4028,813
PV426769.1,4029,824
PV426769.1,4030,843
PV426769.1,4031,842
PV426769.1,4032,842
PV426769.1,4033,839
PV426769.1,4034,839
PV426769.1,4035,873
PV426769.1,4036,874
PV426769.1,4037,876
PV426769.1,4038,878
PV426769.1,4039,861
PV426769.1,4040,958
PV426769.1,4041,958
PV426769.1,4042,960
PV426769.1,4043,962
PV426769.1,4044,943
PV426769.1,4045,943
PV426769.1,4046,972
PV426769.1,4047,992
PV426769.1,4048,993
PV426769.1,4049,945
PV426769.1,4050,944
PV426769.1,4051,947
PV426769.1,4052,950
PV426769.1,4053,950
PV426769.1,4054,960
PV426769.1,4055,960
PV426769.1,4056,950
PV426769.1,4057,944
PV426769.1,4058,940
PV426769.1,4059,946
PV426769.1,4060,949
PV426769.1,4061,950
PV426769.1,4062,948
PV426769.1,4063,945
PV426769.1,4064,949
PV426769.1,4065,950
PV426769.1,4066,957
PV426769.1,4067,957
PV426769.1,4068,958
PV426769.1,4069,958
PV426769.1,4070,957
PV426769.1,4071,957
PV426769.1,4072,957
PV426769.1,4073,951
PV426769.1,4074,970
PV426769.1,4075,970
PV426769.1,4076,986
PV426769.1,4077,987
PV426769.1,4078,990
PV426769.1,4079,1024
PV426769.1,4080,1027
PV426769.1,4081,1031
PV426769.1,4082,1030
PV426769.1,4083,1033
PV426769.1,4084,1032
PV426769.1,4085,1034
PV426769.1,4086,1036
PV426769.1,4087,1031
PV426769.1,4088,1024
PV426769.1,4089,1022
PV426769.1,4090,1039
PV426769.1,4091,1040
PV426769.1,4092,1037
PV426769.1,4093,1036
PV426769.1,4094,1039
PV426769.1,4095,1046
PV426769.1,4096,1047
PV426769.1,4097,1029
PV426769.1,4098,1026
PV426769.1,4099,997
PV426769.1,4100,1006
PV426769.1,4101,1004
PV426769.1,4102,1005
PV426769.1,4103,1003
PV426769.1,4104,1004
PV426769.1,4105,1007
PV426769.1,4106,1013
PV426769.1,4107,1011
PV426769.1,4108,1007
PV426769.1,4109,1003
PV426769.1,4110,1007
PV426769.1,4111,1007
PV426769.1,4112,1008
PV426769.1,4113,1026
PV426769.1,4114,1013
PV426769.1,4115,1015
PV426769.1,4116,1017
PV426769.1,4117,1016
PV426769.1,4118,1023
PV426769.1,4119,1023
PV426769.1,4120,1021
PV426769.1,4121,1025
PV426769.1,4122,1001
PV426769.1,4123,1025
PV426769.1,4124,1034
PV426769.1,4125,1033
PV426769.1,4126,1033
PV426769.1,4127,1030
PV426769.1,4128,1030
PV426769.1,4129,1034
PV426769.1,4130,1032
PV426769.1,4131,1028
PV426769.1,4132,1005
PV426769.1,4133,1005
PV426769.1,4134,1009
PV426769.1,4135,1022
PV426769.1,4136,1019
PV426769.1,4137,1022
PV426769.1,4138,1022
PV426769.1,4139,1022
PV426769.1,4140,1022
PV426769.1,4141,1020
PV426769.1,4142,1019
PV426769.1,4143,1018
PV426769.1,4144,1011
PV426769.1,4145,1011
PV426769.1,4146,1009
PV426769.1,4147,1008
PV426769.1,4148,1008
PV426769.1,4149,1006
PV426769.1,4150,1006
PV426769.1,4151,1006
PV426769.1,4152,1005
PV426769.1,4153,310
PV426769.1,4154,310
PV426769.1,4155,311
PV426769.1,4156,1064
PV426769.1,4157,1081
PV426769.1,4158,1082
PV426769.1,4159,1092
PV426769.1,4160,1095
PV426769.1,4161,1095
PV426769.1,4162,1107
PV426769.1,4163,1109
PV426769.1,4164,1109
PV426769.1,4165,1109
PV426769.1,4166,1110
PV426769.1,4167,1113
PV426769.1,4168,1119
PV426769.1,4169,1127
PV426769.1,4170,1135
PV426769.1,4171,1137
PV426769.1,4172,1138
PV426769.1,4173,1166
PV426769.1,4174,1167
PV426769.1,4175,1177
PV426769.1,4176,1264
PV426769.1,4177,1265
PV426769.1,4178,1279
PV426769.1,4179,1275
PV426769.1,4180,1275
PV426769.1,4181,1293
PV426769.1,4182,1271
PV426769.1,4183,1273
PV426769.1,4184,1278
PV426769.1,4185,1213
PV426769.1,4186,1212
PV426769.1,4187,1210
PV426769.1,4188,1208
PV426769.1,4189,1204
PV426769.1,4190,1196
PV426769.1,4191,1210
PV426769.1,4192,1219
PV426769.1,4193,1219
PV426769.1,4194,1206
PV426769.1,4195,1213
PV426769.1,4196,1210
PV426769.1,4197,1213
PV426769.1,4198,1212
PV426769.1,4199,1210
PV426769.1,4200,1208
PV426769.1,4201,1208
PV426769.1,4202,1204
PV426769.1,4203,1208
PV426769.1,4204,1204
PV426769.1,4205,1206
PV426769.1,4206,1207
PV426769.1,4207,1207
PV426769.1,4208,1207
PV426769.1,4209,1196
PV426769.1,4210,1202
PV426769.1,4211,1205
PV426769.1,4212,1203
PV426769.1,4213,1198
PV426769.1,4214,1192
PV426769.1,4215,1191
PV426769.1,4216,1201
PV426769.1,4217,1198
PV426769.1,4218,1198
PV426769.1,4219,1200
PV426769.1,4220,1200
PV426769.1,4221,1252
PV426769.1,4222,1252
PV426769.1,4223,1252
PV426769.1,4224,1251
PV426769.1,4225,1251
PV426769.1,4226,1293
PV426769.1,4227,1300
PV426769.1,4228,1285
PV426769.1,4229,1290
PV426769.1,4230,1274
PV426769.1,4231,1293
PV426769.1,4232,1290
PV426769.1,4233,1287
PV426769.1,4234,1297
PV426769.1,4235,1274
PV426769.1,4236,1277
PV426769.1,4237,1276
PV426769.1,4238,1276
PV426769.1,4239,1275
PV426769.1,4240,1274
PV426769.1,4241,1274
PV426769.1,4242,1278
PV426769.1,4243,1267
PV426769.1,4244,1259
PV426769.1,4245,1256
PV426769.1,4246,1258
PV426769.1,4247,1258
PV426769.1,4248,1257
PV426769.1,4249,1255
PV426769.1,4250,1253
PV426769.1,4251,1327
PV426769.1,4252,1334
PV426769.1,4253,1337
PV426769.1,4254,1321
PV426769.1,4255,1320
PV426769.1,4256,1345
PV426769.1,4257,1346
PV426769.1,4258,1360
PV426769.1,4259,1379
PV426769.1,4260,1343
PV426769.1,4261,1333
PV426769.1,4262,1337
PV426769.1,4263,1334
PV426769.1,4264,1336
PV426769.1,4265,1367
PV426769.1,4266,1392
PV426769.1,4267,1384
PV426769.1,4268,1370
PV426769.1,4269,1329
PV426769.1,4270,1337
PV426769.1,4271,1394
PV426769.1,4272,1397
PV426769.1,4273,1397
PV426769.1,4274,1346
PV426769.1,4275,1340
PV426769.1,4276,1358
PV426769.1,4277,1367
PV426769.1,4278,1384
PV426769.1,4279,1378
PV426769.1,4280,1322
PV426769.1,4281,1316
PV426769.1,4282,1318
PV426769.1,4283,1343
PV426769.1,4284,1345
PV426769.1,4285,1335
PV426769.1,4286,1333
PV426769.1,4287,1323
PV426769.1,4288,1329
PV426769.1,4289,1334
PV426769.1,4290,1335
PV426769.1,4291,1329
PV426769.1,4292,1316
PV426769.1,4293,1308
PV426769.1,4294,1308
PV426769.1,4295,1305
PV426769.1,4296,1310
PV426769.1,4297,1302
PV426769.1,4298,1297
PV426769.1,4299,1294
PV426769.1,4300,1299
PV426769.1,4301,1293
PV426769.1,4302,1306
PV426769.1,4303,1309
PV426769.1,4304,1309
PV426769.1,4305,1293
PV426769.1,4306,1290
PV426769.1,4307,1293
PV426769.1,4308,1293
PV426769.1,4309,1294
PV426769.1,4310,1299
PV426769.1,4311,1296
PV426769.1,4312,1292
PV426769.1,4313,1291
PV426769.1,4314,1290
PV426769.1,4315,1291
PV426769.1,4316,1290
PV426769.1,4317,1290
PV426769.1,4318,1289
PV426769.1,4319,1284
PV426769.1,4320,1290
PV426769.1,4321,1310
PV426769.1,4322,1319
PV426769.1,4323,1322
PV426769.1,4324,1334
PV426769.1,4325,1338
PV426769.1,4326,1352
PV426769.1,4327,1351
PV426769.1,4328,1353
PV426769.1,4329,1360
PV426769.1,4330,1322
PV426769.1,4331,1297
PV426769.1,4332,1295
PV426769.1,4333,1269
PV426769.1,4334,1269
PV426769.1,4335,1249
PV426769.1,4336,1287
PV426769.1,4337,1284
PV426769.1,4338,1274
PV426769.1,4339,1274
PV426769.1,4340,1277
PV426769.1,4341,1277
PV426769.1,4342,1278
PV426769.1,4343,1274
PV426769.1,4344,1250
PV426769.1,4345,1193
PV426769.1,4346,1175
PV426769.1,4347,1181
PV426769.1,4348,1175
PV426769.1,4349,1172
PV426769.1,4350,1179
PV426769.1,4351,1171
PV426769.1,4352,1173
PV426769.1,4353,1183
PV426769.1,4354,1181
PV426769.1,4355,1182
PV426769.1,4356,1172
PV426769.1,4357,1132
PV426769.1,4358,1163
PV426769.1,4359,1137
PV426769.1,4360,1136
PV426769.1,4361,1131
PV426769.1,4362,1124
PV426769.1,4363,1126
PV426769.1,4364,1122
PV426769.1,4365,1122
PV426769.1,4366,1106
PV426769.1,4367,1083
PV426769.1,4368,1107
PV426769.1,4369,1098
PV426769.1,4370,1078
PV426769.1,4371,1077
PV426769.1,4372,1077
PV426769.1,4373,1084
PV426769.1,4374,1079
PV426769.1,4375,1077
PV426769.1,4376,1073
PV426769.1,4377,1071
PV426769.1,4378,1073
PV426769.1,4379,1069
PV426769.1,4380,1066
PV426769.1,4381,1066
PV426769.1,4382,1065
PV426769.1,4383,1064
PV426769.1,4384,1064
PV426769.1,4385,1091
PV426769.1,4386,1117
PV426769.1,4387,1095
PV426769.1,4388,1099
PV426769.1,4389,1105
PV426769.1,4390,1105
PV426769.1,4391,1123
PV426769.1,4392,1123
PV426769.1,4393,1128
PV426769.1,4394,1142
PV426769.1,4395,1068
PV426769.1,4396,1075
PV426769.1,4397,1068
PV426769.1,4398,1098
PV426769.1,4399,1102
PV426769.1,4400,1105
PV426769.1,4401,1107
PV426769.1,4402,1101
PV426769.1,4403,1099
PV426769.1,4404,1097
PV426769.1,4405,1100
PV426769.1,4406,1102
PV426769.1,4407,1099
PV426769.1,4408,1092
PV426769.1,4409,1102
PV426769.1,4410,1100
PV426769.1,4411,1101
PV426769.1,4412,1097
PV426769.1,4413,1099
PV426769.1,4414,1113
PV426769.1,4415,1117
PV426769.1,4416,1126
PV426769.1,4417,1128
PV426769.1,4418,1123
PV426769.1,4419,1132
PV426769.1,4420,1133
PV426769.1,4421,1136
PV426769.1,4422,1130
PV426769.1,4423,1131
PV426769.1,4424,1131
PV426769.1,4425,1123
PV426769.1,4426,1135
PV426769.1,4427,1136
PV426769.1,4428,1139
PV426769.1,4429,1158
PV426769.1,4430,1167
PV426769.1,4431,1202
PV426769.1,4432,1207
PV426769.1,4433,1229
PV426769.1,4434,1203
PV426769.1,4435,1186
PV426769.1,4436,1184
PV426769.1,4437,1178
PV426769.1,4438,1161
PV426769.1,4439,1165
PV426769.1,4440,1164
PV426769.1,4441,1143
PV426769.1,4442,1127
PV426769.1,4443,1118
PV426769.1,4444,1119
PV426769.1,4445,1119
PV426769.1,4446,1118
PV426769.1,4447,1128
PV426769.1,4448,1120
PV426769.1,4449,1114
PV426769.1,4450,1114
PV426769.1,4451,1107
PV426769.1,4452,1109
PV426769.1,4453,1115
PV426769.1,4454,1132
PV426769.1,4455,1132
PV426769.1,4456,1128
PV426769.1,4457,1136
PV426769.1,4458,1184
PV426769.1,4459,1200
PV426769.1,4460,1197
PV426769.1,4461,1214
PV426769.1,4462,1209
PV426769.1,4463,1205
PV426769.1,4464,1213
PV426769.1,4465,1214
PV426769.1,4466,1217
PV426769.1,4467,1185
PV426769.1,4468,1176
PV426769.1,4469,1184
PV426769.1,4470,1181
PV426769.1,4471,1171
PV426769.1,4472,1180
PV426769.1,4473,1181
PV426769.1,4474,1191
PV426769.1,4475,1194
PV426769.1,4476,1192
PV426769.1,4477,1217
PV426769.1,4478,1209
PV426769.1,4479,1204
PV426769.1,4480,1216
PV426769.1,4481,1193
PV426769.1,4482,1180
PV426769.1,4483,1172
PV426769.1,4484,1178
PV426769.1,4485,1175
PV426769.1,4486,1159
PV426769.1,4487,1189
PV426769.1,4488,1187
PV426769.1,4489,1200
PV426769.1,4490,1198
PV426769.1,4491,1196
PV426769.1,4492,1213
PV426769.1,4493,1209
PV426769.1,4494,1206
PV426769.1,4495,1206
PV426769.1,4496,1186
PV426769.1,4497,1191
PV426769.1,4498,1186
PV426769.1,4499,1184
PV426769.1,4500,1196
PV426769.1,4501,1188
PV426769.1,4502,1194
PV426769.1,4503,1194
PV426769.1,4504,1194
PV426769.1,4505,1194
PV426769.1,4506,1193
PV426769.1,4507,1223
PV426769.1,4508,1221
PV426769.1,4509,1220
PV426769.1,4510,1214
PV426769.1,4511,1209
PV426769.1,4512,1209
PV426769.1,4513,1216
PV426769.1,4514,1216
PV426769.1,4515,1228
PV426769.1,4516,1161
PV426769.1,4517,1161
PV426769.1,4518,1158
PV426769.1,4519,1157
PV426769.1,4520,1157
PV426769.1,4521,1155
PV426769.1,4522,1164
PV426769.1,4523,1166
PV426769.1,4524,1157
PV426769.1,4525,1157
PV426769.1,4526,1154
PV426769.1,4527,1152
PV426769.1,4528,1150
PV426769.1,4529,1131
PV426769.1,4530,1131
PV426769.1,4531,1112
PV426769.1,4532,1124
PV426769.1,4533,1134
PV426769.1,4534,1080
PV426769.1,4535,1078
PV426769.1,4536,1073
PV426769.1,4537,1075
PV426769.1,4538,1077
PV426769.1,4539,1081
PV426769.1,4540,1058
PV426769.1,4541,1046
PV426769.1,4542,1042
PV426769.1,4543,1042
PV426769.1,4544,1042
PV426769.1,4545,1042
PV426769.1,4546,1042
PV426769.1,4547,1079
PV426769.1,4548,1080
PV426769.1,4549,1086
PV426769.1,4550,1088
PV426769.1,4551,1093
PV426769.1,4552,1092
PV426769.1,4553,1097
PV426769.1,4554,1095
PV426769.1,4555,1095
PV426769.1,4556,1045
PV426769.1,4557,1035
PV426769.1,4558,1031
PV426769.1,4559,1023
PV426769.1,4560,1014
PV426769.1,4561,1013
PV426769.1,4562,1006
PV426769.1,4563,1014
PV426769.1,4564,1006
PV426769.1,4565,1004
PV426769.1,4566,1004
PV426769.1,4567,1004
PV426769.1,4568,1004
PV426769.1,4569,999
PV426769.1,4570,1003
PV426769.1,4571,984
PV426769.1,4572,955
PV426769.1,4573,954
PV426769.1,4574,954
PV426769.1,4575,956
PV426769.1,4576,955
PV426769.1,4577,957
PV426769.1,4578,953
PV426769.1,4579,951
PV426769.1,4580,945
PV426769.1,4581,943
PV426769.1,4582,943
PV426769.1,4583,943
PV426769.1,4584,937
PV426769.1,4585,941
PV426769.1,4586,939
PV426769.1,4587,937
PV426769.1,4588,934
PV426769.1,4589,932
PV426769.1,4590,920
PV426769.1,4591,926
PV426769.1,4592,925
PV426769.1,4593,925
PV426769.1,4594,908
PV426769.1,4595,866
PV426769.1,4596,858
PV426769.1,4597,857
PV426769.1,4598,859
PV426769.1,4599,855
PV426769.1,4600,831
PV426769.1,4601,831
PV426769.1,4602,826
PV426769.1,4603,826
PV426769.1,4604,818
PV426769.1,4605,820
PV426769.1,4606,798
PV426769.1,4607,797
PV426769.1,4608,782
PV426769.1,4609,780
PV426769.1,4610,780
PV426769.1,4611,779
PV426769.1,4612,779
PV426769.1,4613,779
PV426769.1,4614,779
PV426769.1,4615,778
PV426769.1,4616,727
PV426769.1,4617,727
PV426769.1,4618,660
PV426769.1,4619,660
PV426769.1,4620,660
PV426769.1,4621,657
PV426769.1,4622,657
PV426769.1,4623,650
PV426769.1,4624,650
PV426769.1,4625,515
PV426769.1,4626,484
PV426769.1,4627,456
PV426769.1,4628,450
PV426769.1,4629,450
PV426769.1,4630,432
PV426769.1,4631,428
PV426769.1,4632,416
PV426769.1,4633,392
PV426769.1,4634,392
PV426769.1,4635,364
PV426769.1,4636,361
PV426769.1,4637,370
PV426769.1,4638,359
PV426769.1,4639,357
PV426769.1,4640,351
PV426769.1,4641,346
PV426769.1,4642,338
PV426769.1,4643,341
PV426769.1,4644,336
PV426769.1,4645,336
PV426769.1,4646,336
PV426769.1,4647,337
PV426769.1,4648,341
PV426769.1,4649,341
PV426769.1,4650,341
PV426769.1,4651,343
PV426769.1,4652,343
PV426769.1,4653,343
PV426769.1,4654,343
PV426769.1,4655,343
PV426769.1,4656,344
PV426769.1,4657,344
PV426769.1,4658,344
PV426769.1,4659,348
PV426769.1,4660,350
PV426769.1,4661,350
PV426769.1,4662,350
PV426769.1,4663,350
PV426769.1,4664,351
PV426769.1,4665,356
PV426769.1,4666,356
PV426769.1,4667,358
PV426769.1,4668,368
PV426769.1,4669,370
PV426769.1,4670,376
PV426769.1,4671,377
PV426769.1,4672,385
PV426769.1,4673,389
PV426769.1,4674,413
PV426769.1,4675,449
PV426769.1,4676,452
PV426769.1,4677,453
PV426769.1,4678,453
PV426769.1,4679,454
PV426769.1,4680,474
PV426769.1,4681,496
PV426769.1,4682,502
PV426769.1,4683,502
PV426769.1,4684,502
PV426769.1,4685,502
PV426769.1,4686,511
PV426769.1,4687,533
PV426769.1,4688,568
PV426769.1,4689,569
PV426769.1,4690,598
PV426769.1,4691,600
PV426769.1,4692,601
PV426769.1,4693,603
PV426769.1,4694,603
PV426769.1,4695,609
PV426769.1,4696,609
PV426769.1,4697,616
PV426769.1,4698,646
PV426769.1,4699,642
PV426769.1,4700,660
PV426769.1,4701,668
PV426769.1,4702,684
PV426769.1,4703,688
PV426769.1,4704,688
PV426769.1,4705,689
PV426769.1,4706,689
PV426769.1,4707,697
PV426769.1,4708,703
PV426769.1,4709,714
PV426769.1,4710,738
PV426769.1,4711,744
PV426769.1,4712,748
PV426769.1,4713,759
PV426769.1,4714,764
PV426769.1,4715,764
PV426769.1,4716,803
PV426769.1,4717,804
PV426769.1,4718,804
PV426769.1,4719,805
PV426769.1,4720,817
PV426769.1,4721,869
PV426769.1,4722,869
PV426769.1,4723,873
PV426769.1,4724,874
PV426769.1,4725,886
PV426769.1,4726,904
PV426769.1,4727,916
PV426769.1,4728,946
PV426769.1,4729,949
PV426769.1,4730,941
PV426769.1,4731,973
PV426769.1,4732,1011
PV426769.1,4733,1081
PV426769.1,4734,1093
PV426769.1,4735,1093
PV426769.1,4736,1102
PV426769.1,4737,1097
PV426769.1,4738,1100
PV426769.1,4739,1106
PV426769.1,4740,1120
PV426769.1,4741,1130
PV426769.1,4742,1123
PV426769.1,4743,1127
PV426769.1,4744,1144
PV426769.1,4745,1223
PV426769.1,4746,1226
PV426769.1,4747,1229
PV426769.1,4748,1231
PV426769.1,4749,1237
PV426769.1,4750,1310
PV426769.1,4751,1313
PV426769.1,4752,1320
PV426769.1,4753,1322
PV426769.1,4754,1318
PV426769.1,4755,1353
PV426769.1,4756,1371
PV426769.1,4757,1374
PV426769.1,4758,1373
PV426769.1,4759,1371
PV426769.1,4760,1382
PV426769.1,4761,1392
PV426769.1,4762,1397
PV426769.1,4763,1421
PV426769.1,4764,1422
PV426769.1,4765,1444
PV426769.1,4766,1455
PV426769.1,4767,1468
PV426769.1,4768,1475
PV426769.1,4769,1482
PV426769.1,4770,1496
PV426769.1,4771,1502
PV426769.1,4772,1506
PV426769.1,4773,1509
PV426769.1,4774,1516
PV426769.1,4775,1528
PV426769.1,4776,1556
PV426769.1,4777,1565
PV426769.1,4778,1575
PV426769.1,4779,1578
PV426769.1,4780,1642
PV426769.1,4781,1646
PV426769.1,4782,1655
PV426769.1,4783,1662
PV426769.1,4784,1664
PV426769.1,4785,1664
PV426769.1,4786,1661
PV426769.1,4787,1670
PV426769.1,4788,1716
PV426769.1,4789,1719
PV426769.1,4790,1767
PV426769.1,4791,1770
PV426769.1,4792,1801
PV426769.1,4793,1802
PV426769.1,4794,1808
PV426769.1,4795,1811
PV426769.1,4796,1846
PV426769.1,4797,2117
PV426769.1,4798,2123
PV426769.1,4799,2257
PV426769.1,4800,2260
PV426769.1,4801,2308
PV426769.1,4802,2327
PV426769.1,4803,2351
PV426769.1,4804,2352
PV426769.1,4805,2373
PV426769.1,4806,2354
PV426769.1,4807,2383
PV426769.1,4808,2356
PV426769.1,4809,2387
PV426769.1,4810,2380
PV426769.1,4811,2376
PV426769.1,4812,2389
PV426769.1,4813,2394
PV426769.1,4814,2430
PV426769.1,4815,2436
PV426769.1,4816,2450
PV426769.1,4817,2498
PV426769.1,4818,2607
PV426769.1,4819,2650
PV426769.1,4820,2659
PV426769.1,4821,2666
PV426769.1,4822,2675
PV426769.1,4823,2663
PV426769.1,4824,2693
PV426769.1,4825,2691
PV426769.1,4826,2680
PV426769.1,4827,2641
PV426769.1,4828,2692
PV426769.1,4829,2706
PV426769.1,4830,2736
PV426769.1,4831,2741
PV426769.1,4832,2745
PV426769.1,4833,2778
PV426769.1,4834,2778
PV426769.1,4835,2780
PV426769.1,4836,2821
PV426769.1,4837,2817
PV426769.1,4838,2883
